x_1,x_2,Label
0.110663,0.18857,M
0.031692,-0.432527,C
-0.016055,0.577893,A
-0.215537,-0.367085,C
0.296364,0.080343,M
0.528171,0.770546,N
-0.264304,-0.128438,N
0.05977,0.089979,M
0.040958,0.727794,N
0.588801,-0.060666,I
0.100664,0.156212,M
0.416243,0.712025,N
0.064044,-0.078383,C
-0.798416,0.435743,C
0.422598,-0.452466,M
0.085951,0.595348,A
0.592636,0.512586,A
0.003208,-0.336652,C
0.546773,-0.464041,I
0.325881,-0.777864,I
-0.080815,-0.096442,N
0.945409,-0.038407,A
-0.692149,0.56485,C
0.214307,0.867912,N
-0.319574,0.10071,A
0.037395,0.218264,I
0.305241,0.144853,M
0.109595,0.090966,M
0.053317,-0.382782,C
-0.053804,-0.025666,A
0.006633,0.124048,I
0.0671,0.227769,I
0.378252,-0.041082,M
-0.043119,-0.046497,N
-0.068295,-0.012414,A
0.493681,-0.134606,I
0.630388,0.578458,N
0.246759,-0.484489,M
0.242278,0.242329,I
0.006343,0.02522,M
-0.62544,-0.212432,C
0.139886,0.742489,N
0.003193,-0.000224,C
0.03509,0.182902,I
-0.005094,-0.909368,I
-0.240409,0.574013,N
0.296835,-0.753179,I
0.426006,-0.632942,I
0.517735,-0.480194,I
-0.270171,0.290452,A
-0.366054,0.198653,N
-0.369686,0.145475,N
-0.405597,0.210769,N
0.05533,-0.27576,C
0.256238,-0.605984,M
-0.105446,-0.084021,N
0.621297,-0.408478,I
-0.449138,-0.812512,M
0.037566,0.212955,I
0.460043,0.117029,I
-0.136573,-0.450654,C
-0.093996,-0.056794,A
-0.054104,0.508633,A
0.225571,-0.828617,I
-0.019688,-0.035745,N
-0.185976,0.382689,A
0.015379,0.716578,N
-0.252572,-0.011876,N
-0.621784,-0.297146,C
0.536702,0.509677,A
0.267207,0.167682,M
-0.082387,-0.078247,N
-0.366557,0.052334,N
-0.303155,0.483305,N
0.659162,0.381003,A
0.447985,0.108308,I
-0.37537,-0.379394,C
-0.74028,-0.335512,C
0.332217,0.201363,I
0.306588,-0.661336,M
-0.419923,-0.391207,C
-0.088831,0.495806,A
0.00311,-0.747543,M
0.083616,-0.221169,C
-0.688072,0.528761,C
-0.735129,-0.501289,M
-0.206746,-0.059156,N
-0.174237,-0.120141,N
0.664626,0.548565,N
0.535407,-0.357748,I
-0.128118,-0.039356,A
-0.142487,0.390074,A
-0.084074,-0.410972,C
0.463294,-0.506105,I
0.616477,-0.122477,I
-0.621623,0.70323,C
-0.360872,-0.357401,C
0.174447,-0.231987,C
0.122088,0.094896,M
-0.006198,-0.799536,M
0.411038,-0.093256,M
-0.664722,0.711906,C
0.133644,-0.805958,I
-0.205797,0.662302,N
0.044088,0.065813,M
0.105852,-0.835691,M
0.038215,-0.015419,C
0.242182,0.206802,I
0.535213,0.593198,A
-0.023451,-0.349083,C
0.098227,-0.148726,C
-0.06061,-0.964691,I
-0.284324,-0.419895,C
0.722131,-0.247457,I
0.513036,-0.486375,I
0.156959,0.690117,A
-0.032759,-0.394722,C
-0.650396,-0.717746,M
-0.410759,0.35653,N
0.743097,0.667688,N
0.272238,0.694282,N
-0.151669,-0.097374,N
-0.673933,-0.001434,C
0.58046,-0.038218,I
-0.238122,-0.141233,N
-0.588103,-0.218339,C
-0.040973,-0.02093,A
0.761903,0.35172,A
-0.147288,-0.039259,A
-0.220065,0.502647,A
-0.667543,-0.073106,C
-0.016428,-0.067648,N
-0.161268,-0.091944,A
0.486898,-0.325208,I
0.175724,0.109863,M
0.238721,0.276472,I
-0.057192,-0.921211,I
0.81547,0.329639,A
0.088375,0.660043,N
0.287077,0.65543,A
0.314667,-0.580309,M
-0.245209,0.133209,A
0.234952,-0.641249,M
-0.333182,0.039085,N
-0.17432,-0.093134,N
0.239304,0.697646,N
-0.522667,-0.39532,C
0.825734,0.256222,A
-0.11617,-0.08914,N
-0.228217,-0.494155,C
-0.214761,-0.151208,N
-0.498699,-0.787573,M
0.26102,-0.69174,M
-0.026186,-0.025866,A
0.022934,0.150291,I
0.747687,0.29056,A
0.445088,0.71235,N
-0.283713,0.234176,A
-0.495122,-0.336274,C
0.980217,-0.033702,A
-0.247176,-0.170823,N
0.438349,-0.097632,M
-0.34371,0.14353,A
0.29746,0.294926,I
-0.374654,-0.899489,I
0.020284,-0.005453,C
-0.771045,0.03745,C
-0.231106,0.080268,A
-0.739161,-0.132539,C
0.029811,0.142137,I
0.029855,-0.244836,C
-0.227868,-0.045906,N
0.711056,0.426515,A
-0.269808,0.072798,A
0.452448,-0.020012,I
-0.300507,0.014578,N
0.427612,0.131208,I
0.388814,-0.526282,M
0.11117,0.116502,M
0.141066,0.104969,M
0.529234,0.008736,I
0.019465,0.609811,A
0.520432,-0.041752,I
0.01884,0.058241,M
0.512003,-0.02262,I
0.470096,-0.171201,I
0.90866,0.190359,N
0.06861,-0.201904,C
0.039395,0.085587,M
0.206644,0.136848,M
-0.305008,0.01243,N
-0.304084,-0.391726,C
-0.013333,-0.012974,A
-0.420809,0.491099,N
0.368056,-0.003602,M
0.011401,-0.000175,C
0.339928,0.105324,M
-0.005908,-0.015303,N
0.110651,-0.092512,C
-0.698915,-0.229872,C
0.125426,-0.90372,I
-0.230068,0.317728,A
0.343948,0.065184,M
0.996682,0.055017,A
0.368761,0.230903,I
-0.236816,-0.36523,C
0.238189,0.148439,M
0.472726,-0.043191,M
0.535093,-0.015139,I
0.148715,0.782961,N
0.569767,-0.138324,I
-0.017664,-0.005165,A
0.122945,-0.83355,M
-0.285214,0.481359,N
0.467648,0.637903,A
-0.289735,-0.763005,M
-0.344409,-0.373563,C
0.255769,0.205129,I
0.295271,0.063684,M
-0.591952,-0.162014,C
-0.078126,-0.034034,A
-0.404972,0.149502,N
-0.340672,0.046776,N
0.088373,-0.111441,C
-0.808402,0.251326,C
0.002714,0.740743,N
0.343253,0.668135,N
-0.07306,-0.406367,C
-0.399872,-0.388487,C
-0.000168,0.000363,I
-0.25335,0.265901,A
0.507163,-0.114393,M
0.945275,-0.310609,A
0.479313,-0.297839,M
-0.327222,0.312817,N
0.444624,0.561911,A
0.62178,0.637868,N
-0.240694,-0.060781,N
0.450247,-0.257952,M
-0.231702,0.615569,N
0.403331,-0.129743,M
-0.172714,0.957543,C
0.766966,0.344463,A
0.523812,-0.18316,I
0.112189,0.114683,M
0.50474,-0.019092,I
-0.177219,0.122159,A
0.13686,-0.757896,M
0.464641,0.200112,I
-0.730407,0.072,C
0.521074,-0.570642,I
-0.184622,0.439275,A
0.442142,-0.095275,M
-0.080224,0.653627,N
0.03824,0.200018,I
-0.218591,-0.091702,A
0.150283,0.124319,M
-0.117307,-0.037727,N
0.595879,-0.506961,I
0.006009,0.059911,M
-0.295645,0.376234,A
-0.008503,-0.006662,A
-0.227255,0.207983,A
-0.418858,0.254852,N
0.469875,0.725267,N
0.406382,-0.553342,M
-0.139534,-0.462507,C
0.362456,0.766823,N
-0.332551,-0.425335,C
0.919241,-0.282233,A
-0.267126,-0.085435,N
-0.422912,0.242485,N
-0.624636,-0.773731,I
-0.385187,-0.337765,C
0.396724,0.13691,I
-0.00616,0.032834,M
0.371158,-0.384629,M
0.013992,0.58555,A
-0.029917,0.084477,I
-0.00094,0.11722,I
-0.275983,0.097379,A
-0.019677,0.525737,A
-0.247477,0.540563,N
0.381076,-0.513343,M
0.995987,-0.074905,A
0.937081,-0.092019,A
0.095812,-0.103485,C
0.618691,0.43681,A
0.929194,-0.164187,A
-0.264585,0.189875,A
-0.025208,-0.04595,N
0.244569,0.275339,I
0.416712,-0.025364,M
0.143749,-0.901595,I
-0.409454,0.093906,N
-0.059571,-0.398452,C
-0.03181,-0.786514,M
0.06176,0.27152,I
0.229952,0.166423,M
-0.340968,0.299293,N
-0.222042,0.554301,N
-0.080322,-0.416613,C
-0.072443,-0.044496,A
0.484507,-0.013561,I
0.343971,0.018512,M
-0.010413,-0.026858,N
-0.8325,0.131159,C
-0.175026,-0.138579,N
-0.478309,-0.395939,C
-0.18781,-0.030298,N
0.289639,-0.796119,I
-0.124492,-0.015272,A
0.712998,0.663844,N
-0.35735,-0.887984,M
-0.804473,0.498094,C
-0.371652,0.476781,N
0.546169,-0.056753,I
-0.180921,0.018221,A
-0.107504,-0.991991,I
-0.026532,0.057375,I
0.081949,0.694522,N
0.005754,0.08021,I
0.768428,0.471938,A
-0.41623,0.203452,N
-0.11829,-0.126287,N
0.474726,-0.6299,I
-0.066359,0.73556,N
0.561498,-0.594523,I
0.054464,-0.025201,C
0.885306,0.280851,A
-0.001051,-0.003652,N
0.241031,0.708049,A
0.148479,-0.148848,C
-0.189753,-0.373216,C
-0.507695,-0.188354,C
0.355438,0.074064,M
-0.259034,0.096013,A
0.124687,0.530863,A
0.270273,-0.605994,M
0.017511,0.056144,M
-0.020086,-0.023358,A
0.668203,0.426952,A
0.471204,-0.408656,M
0.025355,-0.886215,I
-0.19639,-0.04009,A
-0.292168,-0.007265,N
0.2382,0.144987,M
0.003929,0.084526,M
-0.125472,-0.434747,C
-0.27298,-0.043696,N
0.845134,0.436476,N
-0.115816,0.39839,A
0.406613,0.232303,I
-0.200008,-0.07102,N
-0.097545,-0.373758,C
-0.33411,0.368884,N
0.04564,0.167529,I
-0.066038,-0.057583,N
-0.219014,0.032719,A
-0.060038,-0.081988,N
-0.568386,-0.202319,C
-0.01094,-0.026214,N
0.140649,0.169745,M
0.366478,0.241124,I
0.527533,-0.337256,M
-0.271719,-0.067823,N
0.322754,-0.564588,M
0.23531,0.273338,I
0.484037,-0.747316,I
0.630006,0.531047,N
0.039374,0.219542,I
-0.054213,0.709273,N
-0.019992,-0.046929,N
0.412284,-0.01813,M
-0.25756,-0.080525,N
-0.025995,-0.047343,N
0.062799,0.119083,M
0.044854,-0.06938,C
0.071092,0.195944,I
-0.090319,-0.048718,A
-0.033873,-0.070279,N
-0.069439,-0.055058,N
-0.322596,-0.050116,N
0.364763,0.661212,N
-0.541628,-0.314121,C
-0.20438,-0.055733,N
0.095979,-0.064473,C
0.368009,-0.450773,M
0.102604,-0.255848,C
0.206213,0.142132,M
0.17641,0.594085,A
0.596993,-0.235403,M
-0.029676,-0.010875,A
-0.442785,0.244699,N
0.68023,0.46922,A
0.384509,0.218569,I
0.209542,0.147502,M
0.04561,-0.009599,C
0.327292,0.682092,N
0.056992,0.23236,I
0.502607,0.038779,I
-0.550819,-0.740607,M
0.090362,0.23808,I
0.073344,0.118578,M
0.161061,-0.827031,I
0.710322,0.503677,N
0.432321,-0.543328,I
-0.272287,0.604214,N
0.085205,-0.250139,C
-0.055531,0.066475,I
0.072226,0.082465,M
0.421433,-0.155743,M
-0.122974,-0.789237,M
-0.21281,0.065442,A
0.196449,-0.738677,M
-0.17259,-0.422607,C
0.301977,0.119235,M
0.038835,-0.039805,C
0.253534,0.102459,M
-0.111148,-0.052737,A
0.040746,-0.01246,C
0.080583,0.085134,M
0.953602,0.212517,N
0.447759,-0.043736,M
-0.692568,0.247154,C
-0.088783,-0.044742,A
0.082184,-0.070718,C
0.018322,0.244965,I
-0.811072,-0.068542,C
-0.134918,-0.069202,N
-0.285315,0.103362,A
0.546036,-0.093071,I
0.029602,-0.755371,M
0.005685,0.116084,I
0.200214,0.091289,M
-0.571518,-0.692888,M
0.12778,0.728222,N
0.626836,0.681832,N
-0.308214,0.229505,A
-0.255204,-0.821232,M
-0.163012,-0.002596,A
-0.216922,-0.035725,A
0.430515,0.762423,N
0.947914,-0.297154,A
-0.762937,0.415566,C
0.04521,0.073883,M
0.400875,-0.177188,M
-0.51497,-0.23126,C
-0.325486,0.506565,N
-0.348668,0.208554,A
0.130523,0.620549,A
0.398586,-0.008624,M
0.273549,0.254273,I
-0.694544,0.239712,C
-0.019096,0.08715,I
0.572149,-0.340753,I
0.090368,0.266343,I
-0.169215,-0.035184,A
-0.243717,-0.008019,A
-0.709116,-0.298944,C
-0.374051,-0.451762,C
0.070076,-0.278785,C
0.531996,-0.125982,I
0.57102,-0.117165,I
0.701719,0.320759,A
0.541457,-0.067987,I
-0.521266,-0.777883,M
-0.093454,0.573552,A
-0.01394,0.046568,M
-0.408389,0.169295,N
0.293033,-0.564389,M
-0.05344,-0.26859,C
-0.372924,0.045383,N
0.108325,-0.083918,C
-0.144994,-0.946146,I
0.078001,-0.04994,C
-0.734661,0.109311,C
-0.061875,-0.324622,C
-0.367876,0.381124,N
-0.013163,-0.309582,C
0.860984,0.188496,A
-0.044855,-0.932509,I
0.475325,0.843484,N
-0.008299,0.01438,I
-0.286555,0.652164,N
0.105073,0.754269,N
-0.063205,-0.450883,C
-0.32496,-0.386166,C
0.256954,0.210971,M
-0.36354,0.284927,N
0.092778,-0.092237,C
-0.762568,0.275951,C
-0.720544,0.024009,C
-0.55892,-0.338304,C
-0.21518,0.4757,A
-0.690707,-0.652231,M
-0.019954,0.061665,I
-0.010565,0.675653,N
0.496195,0.684179,N
-0.019855,0.060645,I
-0.133319,0.491128,A
-0.372954,-0.756646,M
-0.140423,0.577491,A
-0.774867,0.173066,C
-0.009611,0.624251,N
-0.1545,0.454979,A
-0.300639,0.108044,A
0.093785,-0.269187,C
0.09854,-0.211409,C
0.820253,0.258999,A
-0.808674,0.342402,C
0.367961,-0.03111,M
-0.262015,-0.042584,N
-0.365479,0.552367,N
0.631122,0.668545,N
0.274057,-0.632082,M
0.173129,-0.762755,M
-0.002981,0.014704,M
-0.118622,0.000711,A
0.516058,-0.525534,I
0.065229,-0.049717,C
-0.125948,-0.010972,A
0.139412,-0.286995,C
0.465709,-0.37372,M
0.134448,-0.680994,M
-0.716074,0.051782,C
-0.133682,-0.068981,N
-0.232814,0.134061,A
-0.017352,0.05891,I
0.391428,0.06052,I
0.480082,-0.100545,M
0.178915,0.216494,I
-0.591841,-0.266635,C
-0.220537,-0.116571,N
0.100006,-0.059216,C
-0.265563,-0.39924,C
-0.244914,0.371407,A
0.029458,-0.013506,C
0.860445,0.29553,A
0.846912,-0.511902,A
-0.224295,-0.856495,I
-0.013593,0.040382,I
0.492989,-0.266713,M
0.270735,0.609291,A
0.119392,0.616063,A
-0.021201,-0.386897,C
0.703072,0.347263,A
0.568279,0.757527,N
-0.263878,0.257752,A
0.090374,-0.075598,C
-0.555751,-0.825326,I
0.098538,-0.160386,C
0.300244,0.070724,M
0.372288,-0.507894,M
0.525629,0.088977,I
0.395917,-0.016933,M
0.873584,0.233998,A
-0.011624,-0.037236,N
-0.563254,-0.226587,C
0.107811,-0.208413,C
0.40551,-0.429821,M
0.352757,-0.822527,I
-0.122459,0.512066,A
0.023223,0.671133,N
0.082341,0.533795,A
-0.676765,-0.169794,C
0.006922,-0.002622,C
0.013919,-0.002824,C
0.378954,0.015632,M
0.493901,0.577572,A
-0.220734,-0.015011,A
-0.031168,-0.357516,C
0.55321,-0.148961,I
-0.000322,0.854571,N
-0.250507,0.323916,A
0.808744,0.351873,A
-0.223969,0.481793,A
-0.222847,0.18473,A
0.460482,-0.104063,M
-0.059322,0.528991,A
-0.005308,0.020529,I
-0.338618,0.913665,C
-0.006505,-0.007063,A
0.273407,0.191962,I
-0.013927,0.050526,I
-0.280798,0.370009,A
0.101432,-0.096247,C
0.291632,0.232028,I
0.286496,-0.785555,I
-0.023585,0.029036,I
0.045254,0.104004,M
0.506713,-0.185812,I
-0.371633,0.16467,A
-0.099401,-0.469693,C
-0.261982,0.273424,A
0.47245,-0.118551,M
0.779033,0.381372,A
-0.281086,0.118545,A
0.436073,-0.639169,I
-0.115938,-0.065633,N
0.49143,-0.231691,M
0.582467,-0.086929,I
-0.425517,-0.793032,M
-0.805999,0.061757,C
-0.053732,-0.05875,N
0.357374,0.228696,I
0.384431,-0.672189,I
0.228332,0.608074,A
0.523858,-0.124751,I
-0.296258,-0.916289,I
-0.115313,-0.502646,C
-0.153119,0.513358,A
-0.339294,0.421262,N
0.657565,0.449927,A
-0.559728,-0.26972,C
0.877992,0.29235,A
-0.06062,-0.396473,C
0.58739,-0.13054,I
0.320599,0.064715,M
0.104478,-0.780798,M
-0.760127,0.253742,C
0.006854,0.147671,I
-0.05376,0.527574,A
0.27063,0.167484,I
0.050701,-0.430511,C
-0.492347,0.787315,C
0.150181,-0.256996,C
0.243808,-0.67783,M
-0.066615,-0.320005,C
-0.020962,-0.025496,A
0.137133,-0.86882,I
0.955749,-0.17806,A
0.418366,0.606924,A
-0.173737,0.362829,A
-0.058563,-0.044273,A
0.08238,0.131332,M
0.057479,-0.013364,C
0.572984,0.756737,N
-0.072323,-0.784631,M
-0.091118,-0.490915,C
0.0262,-0.013351,C
-0.297505,-0.441408,C
-0.15059,-0.045904,A
0.0265,0.120751,M
0.129722,-0.185118,C
-0.16801,0.496657,A
-0.108423,-0.792376,M
0.470157,-0.236537,M
-0.078322,0.562285,A
-0.118367,0.545006,A
0.569328,-0.417057,I
0.121834,-0.165665,C
0.093787,0.599834,A
-0.094822,0.652276,A
0.407804,-0.050203,M
0.105739,-0.188169,C
0.504606,0.091877,I
-0.291245,0.303287,A
-0.09662,-0.827344,M
-0.562706,-0.220925,C
-0.248356,0.435455,A
-0.431914,0.247698,N
0.054877,-0.066756,C
-0.557183,-0.69244,M
-0.121904,-0.867249,M
0.59878,-0.126141,I
0.614021,-0.248852,I
0.221679,0.107683,M
0.279979,0.262919,I
0.000828,0.087414,I
-0.009278,0.129895,I
0.504226,-0.008676,I
0.78038,0.605274,N
0.191602,-0.607635,M
-0.425068,-0.41279,C
0.172163,0.811504,N
-0.285382,-0.794892,M
0.161871,0.277967,I
-0.028515,0.609055,A
0.248626,0.726805,A
-0.000186,0.75135,N
-0.058662,-0.00941,A
0.908804,0.370425,A
0.555504,-0.30208,I
0.453166,0.103759,I
-0.148621,-0.984646,I
0.480612,-0.568652,I
-0.072474,0.657148,N
-0.788808,-0.079042,C
0.331074,-0.679152,I
-0.136296,0.015959,A
0.881267,0.149024,A
-0.359831,0.16215,N
0.04123,0.575641,A
0.417283,-0.610578,I
0.085884,0.131225,M
0.595201,-0.396801,I
-0.413011,0.154287,N
0.348424,0.17044,I
0.000661,0.027798,M
0.977021,0.027065,A
-0.071069,-0.809449,M
0.04963,0.534006,A
-0.221687,0.327262,A
0.000362,0.031004,M
-0.426217,-0.345892,C
0.155584,0.721565,A
0.871369,0.089717,A
0.698288,0.643813,N
-0.458181,-0.85723,M
-0.090915,-0.019672,A
0.31723,0.190967,I
-0.200607,-0.049574,N
0.062877,-0.933472,I
0.545251,-0.151523,I
-0.119428,0.625019,N
0.304219,-0.541751,M
0.359572,0.600053,A
-0.344368,-0.39774,C
0.121396,0.262992,I
-0.004964,0.004351,I
-0.073851,-0.013162,A
0.222571,0.088302,M
-0.272818,-0.061462,N
-0.309211,0.400911,A
-0.112056,-0.975179,I
-0.175339,-0.435092,C
0.993295,-0.094702,A
-0.092912,-0.023423,A
-0.018699,-0.028644,N
0.190215,-0.195622,C
0.415689,0.622999,A
0.645998,-0.338141,I
-0.628366,-0.320409,C
0.134105,-0.255841,C
-0.24372,-0.025489,N
0.159753,0.127253,M
-0.281858,-0.049994,N
0.103101,-0.036652,C
0.469256,-0.562254,I
-0.593822,-0.207787,C
0.176192,0.181913,M
-0.632279,-0.133067,C
-0.007332,-0.407015,C
-0.154735,0.573615,N
-0.669481,0.688864,C
-0.777824,0.146814,C
0.569531,-0.429193,I
0.437594,-0.11593,M
0.42399,0.556156,A
0.311633,0.628302,A
0.35228,-0.730229,I
0.0885,-0.797867,M
-0.007586,-0.074228,N
0.441739,0.550141,A
0.527093,-0.484212,I
-0.004822,0.14675,I
0.391248,0.004847,M
-0.259368,0.116807,A
-0.300556,-0.017419,N
-0.417227,0.191058,N
0.959545,-0.163618,A
0.66662,0.658455,N
-0.441014,-0.374725,C
-0.124201,-0.081638,N
-0.00735,0.117795,I
-0.092785,0.568189,N
-0.264257,0.260507,A
-0.672274,-0.084271,C
0.394143,-0.821969,I
0.042346,0.079436,M
0.551715,-0.082921,I
0.272943,0.147948,M
0.169864,-0.605345,M
-0.116656,-0.126712,N
-0.684983,0.667158,C
0.294293,-0.577912,I
0.436436,0.128256,I
0.025807,0.062061,M
-0.744329,-0.657887,M
-0.453253,0.823492,C
-0.346061,0.328423,N
0.274249,-0.666744,I
0.522912,0.151112,I
0.122888,0.180357,M
-0.216179,0.010698,A
0.993299,0.054602,A
-0.787094,0.584517,C
-0.234089,0.416867,A
-0.619297,-0.067128,C
0.036504,-0.276053,C
-0.046415,-0.109166,N
0.366031,0.202854,I
-0.169136,0.481881,A
0.421401,0.727307,N
-0.129794,-0.419256,C
-0.100862,-0.034569,A
-0.374101,0.257032,N
-0.025794,-0.064874,N
-0.243196,-0.436527,C
0.01351,-0.006524,C
-0.05297,-0.02462,A
0.587569,0.638044,N
-0.24482,0.488606,N
0.905018,-0.088979,A
0.312745,-0.734554,I
-0.02675,-0.055502,N
-0.073637,-0.028098,A
0.146974,0.128518,M
0.066392,0.6234,A
-0.166399,-0.105527,N
0.304103,0.167268,M
-0.33461,0.925357,C
-0.217026,0.093341,A
0.554734,-0.327371,I
0.811601,0.346255,A
-0.11625,-0.017925,A
-0.049755,-0.012939,A
-0.03188,0.661164,N
-0.133423,-0.035353,A
0.571308,-0.002752,I
0.11077,0.207762,I
0.41328,0.697986,A
-0.521749,0.814396,C
0.237061,0.123395,M
-0.059221,-0.020328,A
-0.264026,0.680952,N
0.09561,-0.807321,I
0.298336,0.622101,A
0.935419,0.144994,A
-0.116312,0.717985,N
0.445873,-0.179628,M
-0.254466,-0.049583,N
0.473406,0.587309,A
0.133589,0.760714,N
0.294808,-0.878857,I
0.142856,0.260454,I
-0.280943,0.429833,N
0.219538,0.541938,A
0.111686,0.101667,M
-0.304676,0.425465,N
-0.276132,0.377476,A
0.253144,-0.598387,M
-0.218264,0.24653,A
-0.203114,0.077629,A
0.71885,0.602868,N
0.139855,-0.77504,M
0.185205,0.773084,N
-0.026911,0.204074,I
-0.229647,-0.520067,C
0.790792,0.372598,A
0.316169,0.047143,M
0.186297,-0.62558,M
-0.009455,-0.915534,I
0.240931,0.229969,I
0.548172,-0.335953,I
-0.317775,0.341792,N
0.060133,0.700565,N
0.265955,0.613792,A
0.016986,0.062547,M
-0.028367,-0.064884,N
-0.170838,-0.018482,A
-0.458972,0.874468,C
-0.631538,-0.217475,C
0.734754,0.447634,A
-0.323224,-0.378985,C
0.000709,0.013384,M
0.375703,0.154635,I
-0.293263,0.230611,A
0.039133,0.170194,I
0.497333,0.031024,I
0.541533,-0.0765,I
0.136124,-0.69045,M
-0.360247,0.356041,N
-0.490019,-0.369176,C
-0.2757,0.218637,A
0.154837,-0.145163,C
-0.431023,-0.878783,M
0.950839,-0.151246,A
-0.519127,-0.35113,C
0.087759,0.154443,M
-0.720335,0.068081,C
-0.137273,-0.111476,N
0.525515,0.570368,A
-0.278626,-0.155465,N
-0.161163,-0.056057,A
-0.582742,0.797098,C
0.931822,0.145988,A
-0.012169,0.066713,I
-0.005711,0.051495,I
0.200473,0.223264,I
-0.731971,0.48483,C
0.474227,-0.525364,I
0.49872,-0.63796,I
-0.357985,-0.402558,C
-0.374314,-0.396274,C
0.962428,0.234556,N
0.078847,0.097543,M
-0.362566,-0.911106,M
0.342183,-0.785473,I
0.511922,0.627415,N
-0.048825,0.667551,N
0.496162,-0.274252,M
0.452151,-0.209907,M
-0.285264,-0.021289,N
0.057378,0.114671,M
0.083941,0.648521,A
0.563496,0.658611,N
0.614886,0.488892,A
0.620617,-0.236447,I
0.167681,-0.714535,M
-0.303474,-0.099804,N
0.088094,-0.032271,C
0.19048,0.170513,M
0.749653,0.433508,A
0.399521,-0.694436,I
-0.245411,0.100132,A
-0.124632,-0.763651,M
-0.14056,0.022992,A
0.0126,0.027892,M
-0.064345,-0.097746,N
0.281175,-0.687255,M
0.748028,0.449655,A
0.3241,-0.79505,I
-0.302103,0.137847,N
0.152786,-0.089035,C
0.292136,0.027833,M
-0.638936,0.768479,C
0.839006,0.23677,A
-0.192175,-0.035571,N
0.579564,-0.304165,I
-0.210743,-0.72119,M
-0.126101,0.751242,N
-0.588263,0.695844,C
-0.760201,0.171725,C
0.262271,0.244954,I
-0.018927,-0.352763,C
0.380835,-0.34654,M
0.345224,0.674767,N
-0.386814,-0.426947,C
0.077001,-0.715412,M
0.016075,0.045238,M
0.039576,0.197106,I
0.161433,0.207946,I
0.930416,0.228197,N
0.920678,0.13266,A
-0.751411,0.253307,C
0.960343,0.090443,A
0.284859,0.16152,I
-0.518765,0.849062,C
0.085258,-0.841863,I
-0.524056,-0.715855,M
0.625633,0.669583,N
0.157734,0.2302,I
-0.200693,0.329112,A
0.058796,0.645859,A
-0.413634,0.029473,N
-0.413338,0.342981,N
0.570908,-0.030362,I
-0.641922,-0.123693,C
-0.392046,0.211144,N
-0.224006,0.214961,A
0.097464,0.256138,I
-0.053228,-0.087971,N
-0.071435,-0.07671,N
-0.647594,-0.645253,M
-0.252518,0.126109,A
0.354385,0.151161,I
-0.39863,0.159312,N
0.222442,0.194462,I
-0.002947,0.01328,I
0.116884,-0.131898,C
-0.3998,0.254806,N
0.44242,-0.108335,M
0.336489,-0.106932,M
-0.856761,0.004234,C
-0.23846,0.023832,A
-0.014801,-0.04102,N
-0.047895,-0.921541,I
-0.007902,-0.75691,M
0.581835,-0.332488,I
-0.105456,-0.798225,M
0.544929,-0.23266,I
-0.036297,-0.375726,C
0.019998,-0.00869,C
-0.210395,0.575893,N
-0.230943,0.119551,A
0.977032,0.190338,N
0.574818,-0.156415,I
-0.292095,-0.08003,N
0.109633,-0.185695,C
0.657488,0.382295,A
-0.155671,-0.020627,A
-0.036444,-0.020489,A
0.340408,0.044222,M
-0.822182,0.516571,C
0.401516,-0.048884,M
0.206263,-0.732256,M
0.003887,0.100745,I
0.017622,-0.007114,C
0.049891,0.52494,A
0.083758,-0.845833,M
0.616148,0.459386,A
0.007234,0.534658,A
0.494344,-0.329547,I
0.407962,0.615646,A
0.888778,0.180803,A
-0.065657,-0.042507,A
-0.194398,0.671986,N
0.635561,0.673432,N
-0.34894,-0.900769,I
-0.442233,-0.437572,C
0.055835,-0.220486,C
-0.66944,-0.097728,C
0.114589,-0.912417,I
0.485191,-0.578917,I
0.165178,0.222681,I
-0.119022,-0.011984,A
-0.842256,0.415998,C
0.262325,0.278616,I
-0.133806,0.747876,N
-0.761737,-0.596652,M
0.112186,-0.2927,C
0.361685,-0.143407,M
0.568355,-0.387241,I
-0.383919,0.075529,N
-0.230749,0.0632,A
-0.040954,-0.0553,N
-0.286525,0.191932,A
0.095652,0.133503,M
0.089652,0.521658,A
-0.697992,0.663447,C
0.465036,0.099182,I
0.823123,0.494406,N
-0.010225,-0.021053,N
0.877263,0.396224,N
0.208764,0.209643,I
-0.084972,0.618313,A
-0.250064,0.387156,A
-0.227759,0.634707,N
-0.086219,-0.381251,C
-0.396049,-0.376877,C
0.374508,0.659885,A
0.049836,0.102555,M
0.174242,-0.115491,C
0.466825,-0.61556,I
-0.192321,-0.07224,N
-0.030668,-0.033216,N
-0.256239,0.451913,N
-0.709819,0.027256,C
-0.343985,0.18479,N
-0.272516,-0.114154,N
-0.440834,0.277876,N
0.52729,0.629766,N
-0.747432,0.278293,C
0.472823,-0.153449,M
-0.257065,0.071613,A
0.472492,-0.145879,M
-0.28005,-0.390446,C
-0.216889,0.535673,A
-0.074215,-0.367047,C
0.024072,-0.386128,C
0.497661,0.741448,N
0.077911,-0.819067,I
0.431632,0.558864,A
-0.452293,0.358459,N
0.408568,-0.751942,I
-0.08223,-0.755289,M
0.462643,0.694355,N
-0.24114,0.10052,A
0.93574,-0.229162,A
0.389651,0.177767,I
-0.255816,0.44732,A
-0.261666,0.17114,A
-0.315975,-0.4229,C
0.501115,0.523306,A
-0.810216,0.300575,C
0.007972,-0.001928,C
